Symbol,Name,Price,Volume,P/E,PE Percentile,P/B,PB Percentile,P/S,PS Percentile,EV/EBITDA,EV/EBITDA Percentile,EV/Revenue,EV/Revenue Percentile,RV Score
DMRC,Digimarc Corporation Common Stock,19.15,85946,,,4.15,,12.68,,-7.65,,12.21,,
DNA,Ginkgo Bioworks Holdings Inc. Class A Common Stock,1.335,13188384,,,2.0,,4.24,,-0.45,,3.09,,
DNB,Dun & Bradstreet Holdings Inc. Common Stock,11.925,924609,,,1.5,,2.33,,11.54,,3.91,,
DNLI,Denali Therapeutics Inc. Common Stock,26.97,159424,,,4.49,,29.75,,-7.37,,22.45,,
DNOW,NOW Inc. Common Stock,13.17,151810,11.54,,1.71,,0.68,,7.9,,0.59,,
DNP,DNP Select Income Fund Inc. Common Stock,11.2599,294592,5.13,,1.31,,5.23,,,,,,
DNUT,Krispy Kreme Inc. Common Stock,13.2609,511138,,,1.82,,1.42,,24.82,,2.21,,
DOCN,DigitalOcean Holdings Inc. Common Stock,32.245,519177,,,60.25,,5.55,,44.66,,6.68,,
DOCS,Doximity Inc. Class A Common Stock,32.96,165754,61.15,,7.0,,17.92,,44.34,,14.25,,
DOCU,DocuSign Inc. Common Stock,60.005,1171914,,,25.32,,4.84,,-380.39,,4.81,,
DOMH,Dominari Holdings Inc. Common Stock,4.24,15704,,,0.25,,,,1.53,,,,
DOMO,Domo Inc. Class B Common Stock,14.93,145862,,,,,1.66,,-5.86,,1.9,,
DOOR,Masonite International Corporation Ordinary Shares (Canada),89.49,41746,9.4,,2.68,,0.7,,6.44,,0.94,,
DORM,Dorman Products Inc. Common Stock,91.365,32408,21.29,,2.86,,1.8,,18.63,,1.85,,
DOUG,Douglas Elliman Inc. Common Stock,4.1,53249,10.52,,1.18,,0.27,,6.67,,0.23,,
DOV,Dover Corporation Common Stock,150.29,264725,20.2,,4.89,,2.53,,14.29,,2.87,,
DOW,Dow Inc. Common Stock ,57.98,1085176,9.11,,1.95,,0.73,,5.59,,0.93,,
DOX,Amdocs Limited Ordinary Shares,91.47,102752,20.63,,3.11,,2.38,,12.64,,2.39,,
DPRO,Draganfly Inc. Common Shares,2.2,229362,10.54,,3.85,,13.37,,-8.34,,8.49,,
DPSI,DecisionPoint Systems Inc. Common Stock,7.93,146,30.35,,3.64,,0.69,,10.6,,0.58,,
DRD,DRDGOLD Limited American Depositary Shares,7.415,41927,9.92,,2.05,,2.18,,0.27,,0.09,,
DRH,Diamondrock Hospitality Company Common Stock,8.64,386274,18.51,,1.15,,1.85,,11.7,,3.05,,
DRI,Darden Restaurants Inc. Common Stock,145.29,285748,19.81,,8.65,,1.8,,14.77,,2.2,,
DRIO,DarioHealth Corp. Common Stock,4.28,130896,,,1.32,,3.66,,-1.28,,3.18,,
DRQ,Dril-Quip Inc. Common Stock,34.79,65539,,,1.32,,3.23,,120.31,,2.32,,
DRRX,DURECT Corporation Common Stock,4.93,34216,,,3.26,,4.87,,-2.91,,3.66,,
DRS,Leonardo DRS Inc. Common Stock,13.0,110464,4.74,,2.2,,0.7,,6.2,,1.42,,
DRUG,Bright Minds Biosciences Inc. Common Stock,0.5968,21452,,,1.33,,,,-0.21,,,,
DRVN,Driven Brands Holdings Inc. Common Stock,27.865,90863,112.4,,2.85,,2.3,,25.46,,4.13,,
DSGN,Design Therapeutics Inc. Common Stock,6.76,182318,,,1.16,,,,-0.92,,,,
DSGR,Distribution Solutions Group Inc. Common Stock,43.76,6049,28.62,,1.61,,0.78,,23.59,,1.55,,
DSKE,Daseke Inc. Common Stock,8.1,48489,11.64,,6.09,,0.29,,5.66,,0.63,,
DSP,Viant Technology Inc. Class A Common Stock,3.7,13420,,,0.97,,0.24,,10.27,,-0.52,,
DSS,DSS Inc. Common Stock,0.2298,17578,,,0.21,,0.57,,-1.96,,1.72,,
DSWL,Deswell Industries Inc. Common Shares,2.8927,164,13.8,,0.51,,0.5,,1.07,,0.07,,
DSX,Diana Shipping inc. common stock,4.569,329824,3.46,,0.83,,1.35,,6.32,,3.19,,
DT,Dynatrace Inc. Common Stock,41.89,499652,425.3,,8.38,,11.28,,81.8,,10.89,,
DTC,Solo Brands Inc. Class A Common Stock,3.99,23333,,,0.74,,0.52,,29.93,,0.83,,
DTE,DTE Energy Company Common Stock,107.518,549651,19.36,,2.11,,1.09,,12.65,,2.14,,
DTEA,DAVIDsTEA Inc. Common Stock,0.8998,3925,,,0.86,,0.36,,-3.49,,0.22,,
DTF,DTF Tax-Free Income 2028 Term Fund Inc. Common Stock,10.775,863,,,0.91,,,,,,,,
DTM,DT Midstream Inc. Common Stock ,50.7311,110789,13.18,,1.21,,5.31,,10.19,,8.95,,
DTST,Data Storage Corporation Common Stock,1.84,7083,,,0.55,,0.61,,-15.56,,0.13,,
DUK,Duke Energy Corporation (Holding Company) Common Stock,92.8,898354,19.24,,1.53,,2.52,,12.15,,5.22,,
DUOL,Duolingo Inc. Class A Common Stock,118.59,455717,,,8.35,,12.74,,-65.2,,11.6,,
DUOT,Duos Technologies Group Inc. Common Stock,4.775,45726,,,6.29,,1.6,,-4.84,,2.13,,
DV,DoubleVerify Holdings Inc. Common Stock,27.19,1067389,81.28,,5.11,,10.61,,51.34,,9.73,,
DVA,DaVita Inc. Common Stock,81.25,139673,14.42,,10.45,,0.68,,9.21,,1.63,,
DVAX,Dynavax Technologies Corporation Common Stock,10.05,381904,5.17,,2.24,,2.13,,3.04,,1.29,,
DVN,Devon Energy Corporation Common Stock,55.33,3368721,6.0,,3.21,,1.86,,3.97,,2.15,,
DWAC,Digital World Acquisition Corp. Class A Common Stock,14.2199,207761,,,2.01,,,,-43.7,,,,
DWSN,Dawson Geophysical Company Common Stock,1.51,1619,,,0.88,,1.14,,-1.69,,0.72,,
DX,Dynex Capital Inc. Common Stock,12.7399,354012,4.17,,0.9,,3.19,,,,,,
DXC,DXC Technology Company Common Stock ,27.73,347805,9.63,,1.37,,0.44,,3.48,,0.67,,
DXCM,DexCom Inc. Common Stock,117.99,1826746,135.38,,20.12,,16.31,,75.33,,14.63,,
DXLG,Destination XL Group Inc. Common Stock,6.1,123871,4.48,,2.94,,0.76,,6.7,,0.93,,
DXPE,DXP Enterprises Inc. Common Stock,29.63,7753,13.75,,1.44,,0.42,,8.92,,0.69,,
DXR,Daxor Corporation Common Stock,8.0,52823,7.78,,1.84,,6.23,,,,,,
DXYN,Dixie Group Inc. (The) Common Stock,0.8802,156957,3.12,,0.29,,0.04,,-15.91,,0.4,,
DY,Dycom Industries Inc. Common Stock,98.01,179089,20.47,,3.3,,0.76,,10.85,,0.97,,
DYAI,Dyadic International Inc. Common Stock,1.5,3258,,,2.83,,14.13,,-1.78,,8.6,,
DYN,Dyne Therapeutics Inc. Common Stock,13.7,84793,,,2.84,,,,-2.74,,,,
DYNT,Dynatronics Corporation Common Stock,1.8983,528,,,0.6,,0.16,,-7.16,,0.46,,
DZSI,DZS Inc. Common Stock,10.55,40315,,,2.39,,0.83,,-11.64,,0.94,,
E,ENI S.p.A. Common Stock,28.3427,258221,2.84,,0.78,,0.37,,1.41,,0.46,,
EA,Electronic Arts Inc. Common Stock,111.88,974696,29.9,,4.03,,4.21,,14.46,,4.04,,
EAR,Eargo Inc. Common Stock,5.68,25080,,,,,0.34,,-1.1,,4.89,,
EAST,Eastside Distilling Inc. Common Stock,0.2812,23401,,,0.49,,0.29,,-4.2,,1.48,,
EAT,Brinker International Inc. Common Stock,39.775,132289,23.03,,,,0.42,,13.89,,0.99,,
EB,Eventbrite Inc. Class A Common Stock,9.1,384444,,,5.61,,3.34,,-10.82,,2.13,,
EBAY,eBay Inc. Common Stock,45.465,810533,,,4.77,,2.61,,-28.69,,2.71,,
EBC,Eastern Bankshares Inc. Common Stock,15.4499,252820,12.96,,1.12,,3.52,,,,,,
EBF,Ennis Inc. Common Stock,21.835,19446,13.53,,1.75,,1.32,,6.38,,1.14,,
EBIX,Ebix Inc. Common Stock,17.255,132861,7.57,,0.89,,0.52,,7.2,,1.04,,
EBMT,Eagle Bancorp Montana Inc. Common Stock,17.6881,2270,11.79,,0.86,,1.38,,,,,,
EBS,Emergent Biosolutions Inc. Common Stock,11.86,414496,,,0.44,,0.54,,-33.27,,1.22,,
EC,Ecopetrol S.A. American Depositary Shares,11.465,1433027,3.38,,1.24,,0.71,,0.0,,0.0,,
ECF,Ellsworth Growth and Income Fund Ltd.,8.433,2307,,,0.92,,,,,,,,
ECL,Ecolab Inc. Common Stock,159.35,311079,41.61,,6.23,,3.2,,21.12,,3.77,,
ECPG,Encore Capital Group Inc Common Stock,52.52,167534,7.09,,1.05,,0.99,,7.97,,2.85,,
ED,Consolidated Edison Inc. Common Stock,88.63,504439,18.92,,1.51,,2.0,,10.66,,3.47,,
EDAP,EDAP TMS S.A. American Depositary Shares,12.28,16715,112.28,,5.47,,7.05,,,,6.88,,
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,4.515,28178,6.12,,0.94,,5.99,,,,,,
EDIT,Editas Medicine Inc. Common Stock,8.75,450152,,,1.67,,30.38,,-1.37,,15.27,,
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,9.05,13474,0.98,,0.73,,0.75,,0.02,,0.01,,
EDR,Endeavor Group Holdings Inc. Class A Common Stock,22.37,586738,49.0,,3.42,,1.2,,10.08,,2.04,,
EDRY,EuroDry Ltd. Common Shares ,18.42,16337,1.61,,0.48,,0.77,,2.11,,1.45,,
EDSA,Edesa Biotech Inc. Common Shares,1.4,42123,,,2.73,,,,-1.29,,,,
EDUC,Educational Development Corporation Common Stock,3.75,3431,,,0.68,,0.31,,20.17,,0.79,,
EE,Excelerate Energy Inc. Class A Common Stock,21.66,46130,11.78,,0.96,,0.24,,3.69,,0.4,,
EEFT,Euronet Worldwide Inc. Common Stock,108.5,48384,24.68,,4.36,,1.73,,11.17,,1.65,,
EFSC,Enterprise Financial Services Corporation Common Stock,54.64,26519,10.26,,1.4,,4.21,,,,,,
EFX,Equifax Inc. Common Stock,200.39,199330,35.85,,6.27,,4.88,,18.03,,5.92,,
EGAN,eGain Corporation Common Stock,7.78,14118,,,4.14,,2.58,,-164.19,,1.8,,
EGF,Blackrock Enhanced Government Fund Inc. Common Stock,9.67,1262,,,0.9,,,,,,,,
EGHT,8x8 Inc Common Stock,5.44,557992,,,6.68,,0.84,,-18.88,,1.41,,
EGIO,Edgio Inc. Common Stock,1.2014,132795,,,0.95,,0.64,,-5.67,,1.1,,
EGLE,Eagle Bulk Shipping Inc. Common Stock,65.285,78197,3.4,,1.1,,1.43,,2.68,,1.44,,
EGLX,Enthusiast Gaming Holdings Inc. Common Stock,0.6622,135072,,,0.53,,0.62,,-1.79,,0.52,,
EGP,EastGroup Properties Inc. Common Stock,163.09,84907,37.45,,3.64,,14.32,,23.9,,18.47,,
EGRX,Eagle Pharmaceuticals Inc. Common Stock,27.34,24651,16.96,,1.56,,1.21,,6.93,,1.38,,
EGY,VAALCO Energy Inc.  Common Stock,4.95,622625,4.24,,3.0,,0.79,,3.02,,1.26,,
EHAB,Enhabit Inc. Common Stock,14.76,174265,11.79,,0.87,,0.68,,9.42,,1.24,,
EHC,Encompass Health Corporation Common Stock,55.53,200011,22.08,,4.3,,1.3,,9.89,,1.98,,
EHI,Western Asset Global High Income Fund Inc Common Stock,7.31,30055,,,0.95,,,,,,,,
EHTH,eHealth Inc. Common Stock,8.63,182543,,,0.34,,0.54,,-7.21,,1.1,,
EIGR,Eiger BioPharmaceuticals Inc. Common Stock,1.695,72305,,,0.96,,4.71,,0.07,,-0.45,,
EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,9.985,32486,,,0.92,,,,,,,,
EIX,Edison International Common Stock,64.87,851373,40.37,,1.81,,1.44,,13.19,,3.42,,
EKSO,Ekso Bionics Holdings Inc. Common Stock,1.43,186,,,0.72,,1.5,,0.36,,-0.38,,
EL,Estee Lauder Companies Inc. (The) Common Stock,245.89,242877,58.57,,14.71,,5.38,,32.13,,5.54,,
ELA,Envela Corporation Common Stock,7.275,8150,15.43,,5.11,,1.07,,13.83,,1.13,,
ELAN,Elanco Animal Health Incorporated Common Stock,10.945,2678556,,,0.79,,1.24,,15.34,,2.44,,
ELBM,Electra Battery Materials Corporation Common Stock,1.95,21976,,,0.86,,,,-2.31,,,,
ELF,e.l.f. Beauty Inc. Common Stock,74.785,460383,87.94,,10.34,,8.22,,48.34,,8.02,,
ELME,Elme Communities Common Stock,18.24,81342,38.57,,1.32,,7.91,,25.72,,10.54,,
ELOX,Eloxx Pharmaceuticals Inc. Common Stock,3.17,4384,,,6.31,,,,0.1,,,,
ELSE,Electro-Sensors Inc. Common Stock,4.61,40,188.0,,1.2,,1.75,,55.15,,0.68,,
ELV,Elevance Health Inc. Common Stock,468.72,249135,18.93,,3.07,,0.73,,,,0.82,,
ELYS,Elys Game Technology Corp. Common Stock,0.75,54171,,,1.74,,0.41,,-1.33,,0.51,,
EMAN,eMagin Corporation Common Stock,1.1,76187,,,4.39,,2.9,,33.64,,3.47,,
EMBC,Embecta Corp. Common Stock,32.11,177904,11.61,,,,1.66,,10.44,,2.79,,
EMBK,Embark Technology Inc. Common Stock,4.03,35230,,,0.46,,,,0.51,,,,
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,9.02,95675,,,0.91,,,,,,,,
EME,EMCOR Group Inc. Common Stock,166.44,55870,20.62,,4.03,,0.76,,11.82,,0.73,,
EMKR,EMCORE Corporation Common Stock,1.47,174923,,,0.5,,0.5,,-2.35,,0.67,,
EML,Eastern Company (The) Common Stock,21.19,948,8.9,,1.05,,0.49,,7.89,,0.79,,
EMN,Eastman Chemical Company Common Stock,86.44,129442,13.42,,1.96,,1.01,,9.0,,1.4,,
EMR,Emerson Electric Company Common Stock,83.14,657863,17.52,,4.41,,2.47,,11.21,,2.79,,
EMX,EMX Royalty Corporation Common Shares (Canada),1.9399,29241,2.85,,1.7,,31.52,,28.75,,25.96,,
ENB,Enbridge Inc Common Stock,38.47,1529354,40.52,,1.98,,1.97,,11.62,,2.63,,
ENFN,Enfusion Inc. Class A Common Stock,10.24,41692,,,11.57,,4.85,,-2.42,,5.14,,
ENG,ENGlobal Corporation Common Stock,0.7664,32314,223.38,,1.42,,0.69,,-3.05,,0.8,,
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),2.365,169102,13.19,,0.8,,0.62,,0.01,,0.0,,
ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests,11.255,693552,15.12,,4.03,,0.57,,7.79,,1.05,,
ENOV,Enovis Corporation Common Stock,57.06,75576,,,0.9,,1.95,,14.05,,2.17,,
ENPH,Enphase Energy Inc. Common Stock,209.6576,1028798,76.0,,34.81,,13.04,,54.63,,12.19,,
ENR,Energizer Holdings Inc. Common Stock,36.695,94639,,,19.78,,0.87,,-190.77,,2.0,,
ENS,EnerSys Common Stock,90.53,26595,27.23,,2.42,,1.04,,14.19,,1.25,,
ENSV,Enservco Corporation Common Stock,0.57,92242,,,3.95,,0.34,,-13.43,,1.03,,
ENTG,Entegris Inc. Common Stock,82.49,378951,58.24,,3.95,,3.71,,24.36,,5.49,,
ENV,Envestnet Inc Common Stock,61.2012,123994,,,4.54,,2.84,,66.74,,3.47,,
ENVA,Enova International Inc. Common Stock,49.21,31348,7.88,,1.3,,0.94,,8.77,,2.15,,
ENVB,Enveric Biosciences Inc. Common Stock,1.92,4910,2.15,,0.18,,,,0.29,,-2.47,,
ENZ,Enzo Biochem Inc. Common Stock ($0.01 Par Value),1.16,8960,100.67,,1.21,,0.55,,-2.97,,0.63,,
EOG,EOG Resources Inc. Common Stock,121.18,1735534,8.93,,2.8,,2.35,,5.09,,2.35,,
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,1.715,1086384,,,,,5.44,,-1.66,,16.85,,
EP,Empire Petroleum Corporation Common Stock,12.86,3960,,,11.81,,5.09,,64.76,,5.04,,
EPAC,Enerpac Tool Group Corp. Common Stock,27.87,131312,70.33,,4.67,,2.8,,31.05,,2.82,,
EPAM,EPAM Systems Inc. Common Stock,304.59,133285,43.1,,5.87,,3.75,,22.55,,3.33,,
EPC,Edgewell Personal Care Company Common Stock,43.15,39086,22.83,,1.48,,1.04,,12.42,,1.64,,
EPD,Enterprise Products Partners L.P. Common Stock,25.86,1639416,10.21,,2.11,,0.96,,9.49,,1.45,,
EPIX,ESSA Pharma Inc. Common Stock,3.215,55781,,,0.92,,,,0.44,,,,
EPM,Evolution Petroleum Corporation Inc. Common Stock,6.63,66906,5.39,,2.49,,1.56,,3.3,,1.55,,
EPR,EPR Properties Common Stock,40.325,76374,20.02,,1.21,,4.63,,12.89,,9.12,,
EQC,Equity Commonwealth Common Shares of Beneficial Interest,21.205,362974,81.65,,0.86,,37.94,,-2.46,,-2.17,,
EQH,Equitable Holdings Inc. Common Stock,31.365,655012,7.0,,118.42,,0.85,,,,0.99,,
EQIX,Equinix Inc. Common Stock REIT,673.36,170211,88.13,,5.45,,8.55,,26.45,,10.64,,
EQNR,Equinor ASA,31.09,1099067,3.38,,1.76,,0.65,,0.96,,0.56,,
EQR,Equity Residential Common Shares of Beneficial Interest,60.77,290368,31.47,,2.13,,8.9,,15.77,,11.48,,
EQS,Equus Total Return Inc. Common Stock,1.59,709,7.38,,0.59,,6.01,,,,,,
EQT,EQT Corporation Common Stock,33.335,1346790,7.6,,1.07,,1.11,,3.8,,1.34,,
EQX,Equinox Gold Corp. Common Shares,3.7525,567048,,,0.51,,1.22,,13.73,,1.89,,
ERAS,Erasca Inc. Common Stock,3.36,377486,,,1.44,,,,-1.64,,,,
ERF,Enerplus Corporation Common Stock,16.29,372955,4.25,,3.22,,1.65,,2.4,,1.57,,
ERIE,Erie Indemnity Company Class A Common Stock,232.845,26586,43.72,,9.29,,4.52,,,,4.48,,
ERNA,Eterna Therapeutics Inc. Common Stock,3.74,1127,,,2.19,,,,-0.32,,,,
ERO,Ero Copper Corp. Common Shares,16.76,34770,10.7,,3.11,,3.37,,6.7,,3.52,,
ES,Eversource Energy (D/B/A) Common Stock,73.6,1134017,18.07,,1.65,,2.07,,11.48,,3.91,,
ESAB,ESAB Corporation Common Stock,60.81,73339,17.26,,2.96,,1.4,,11.11,,1.86,,
ESCA,Escalade Incorporated Common Stock,12.805,2590,9.76,,1.1,,0.56,,8.46,,0.87,,
ESE,ESCO Technologies Inc. Common Stock,93.48,16971,28.33,,2.26,,2.74,,15.31,,2.85,,
ESEA,Euroseas Ltd. Common Stock (Marshall Islands),19.37,8166,1.33,,0.83,,0.77,,1.7,,1.21,,
ESI,Element Solutions Inc. Common Stock,20.675,299104,27.6,,2.14,,2.0,,13.71,,2.61,,
ESM,ESM Acquisition Corporation Class A Ordinary Shares,10.195,12601,92.0,,1.34,,,,-65.69,,,,
ESMT,EngageSmart Inc. Common Stock,18.83,847045,175.33,,4.34,,11.71,,83.24,,10.58,,
ESNT,Essent Group Ltd. Common Shares,43.12,138006,5.56,,1.04,,4.75,,,,5.12,,
ESP,Espey Mfg. & Electronics Corp. Common Stock,19.88,397,16.59,,1.52,,1.36,,8.92,,1.03,,
ESPR,Esperion Therapeutics Inc. Common Stock,6.24,1115303,,,98.42,,5.28,,-3.14,,7.33,,
ESS,Essex Property Trust Inc. Common Stock,223.98,861860,36.37,,2.57,,9.24,,17.37,,12.82,,
ESSA,ESSA Bancorp Inc. Common Stock,19.48,288,9.3,,0.94,,2.71,,,,,,
ESTE,Earthstone Energy Inc. Class A Common Stock,14.2,330003,3.19,,0.96,,0.9,,3.01,,1.98,,
ET,Energy Transfer LP Common Units ,12.84,4123270,9.14,,1.2,,0.44,,7.05,,0.98,,
ETD,Ethan Allen Interiors Inc. Common Stock,29.33,49725,6.64,,1.72,,0.9,,4.34,,0.86,,
ETN,Eaton Corporation PLC Ordinary Shares,173.54,432989,28.49,,4.09,,3.38,,19.5,,3.77,,
ETR,Entergy Corporation Common Stock,102.6,305146,18.89,,1.65,,1.51,,11.32,,3.49,,
ETRN,Equitrans Midstream Corporation Common Stock ,6.14,1239818,9.4,,2.88,,1.95,,21.31,,7.54,,
ETSY,Etsy Inc. Common Stock,118.97,961054,,,,,5.84,,-28.96,,6.22,,
EU,enCore Energy Corp. Common Shares,2.28,80262,,,1.69,,,,-17.16,,,,
EURN,Euronav NV Ordinary Shares,18.54,793717,18.21,,1.69,,4.3,,9.29,,6.11,,
EVA,Enviva Inc. Common Stock,37.48,764923,,,6.73,,2.41,,,,4.01,,
EVBN,Evans Bancorp Inc. Common Stock,38.64,2440,9.56,,1.36,,2.32,,,,,,
EVCM,EverCommerce Inc. Common Stock,9.68,72664,,,2.05,,3.24,,30.4,,3.96,,
EVF,Eaton Vance Senior Income Trust Common Stock,5.68,49016,,,0.94,,,,,,,,
EVGO,EVgo Inc. Class A Common Stock,5.795,667747,,,,,11.61,,-1.43,,4.28,,
EVH,Evolent Health Inc Class A Common Stock,34.965,179121,,,4.56,,2.44,,203.17,,3.11,,
EVI,EVI Industries Inc.  Common Stock,20.32,381,43.91,,2.04,,0.83,,17.89,,0.95,,
EVLO,Evelo Biosciences Inc. Common Stock,0.5528,54089,,,8.48,,,,-0.57,,,,
EVN,Eaton Vance Municipal Income Trust Common Stock,9.9818,36199,,,0.89,,,,,,,,
EVOK,Evoke Pharma Inc. Common Stock,2.9273,3975,,,1.72,,4.09,,-0.3,,1.11,,
EVR,Evercore Inc. Class A Common Stock,130.575,62935,11.3,,3.3,,1.95,,,,1.11,,
EVRG,Evergy Inc. Common Stock,58.37,275325,17.75,,1.41,,2.28,,11.55,,4.32,,
EVRI,Everi Holdings Inc. Common Stock,18.48,210844,10.6,,7.63,,2.44,,7.08,,3.09,,
EVTV,Envirotech Vehicles Inc. Common Stock,3.62,1963,,,0.75,,6.97,,-5.79,,6.43,,
EW,Edwards Lifesciences Corporation Common Stock,79.58,1324579,32.97,,8.43,,9.33,,25.13,,8.99,,
EWBC,East West Bancorp Inc. Common Stock,73.46,226478,9.62,,1.8,,4.68,,,,,,
EWCZ,European Wax Center Inc. Class A Common Stock,18.275,47858,72.92,,11.87,,3.82,,21.72,,5.92,,
EWTX,Edgewise Therapeutics Inc. Common Stock,9.38,18560,,,1.75,,,,-3.64,,,,
EXAS,Exact Sciences Corporation Common Stock,63.01,387040,,,3.66,,5.28,,-30.74,,6.21,,
EXC,Exelon Corporation Common Stock,39.95,2280242,19.11,,1.6,,2.06,,10.72,,4.15,,
EXEL,Exelixis Inc. Common Stock,17.185,520892,30.5,,2.22,,3.44,,19.86,,2.74,,
EXFY,Expensify Inc. Class A Common Stock,8.64,67679,,,7.19,,4.03,,-67.41,,3.91,,
EXP,Eagle Materials Inc Common Stock,144.98,80031,12.13,,4.34,,2.54,,8.43,,2.91,,
EXPD,Expeditors International of Washington Inc. Common Stock,107.645,549804,12.76,,5.23,,1.01,,7.69,,0.86,,
EXPE,Expedia Group Inc. Common Stock,106.09,813810,50.22,,7.32,,1.51,,11.9,,1.64,,
EXPI,eXp World Holdings Inc. Common Stock,11.63,409821,117.8,,7.27,,0.4,,110.17,,0.37,,
EXPO,Exponent Inc. Common Stock,104.02,23704,52.5,,16.25,,10.48,,34.26,,9.87,,
EXPR,Express Inc. Common Stock,0.9907,269253,4.58,,,,0.03,,20.63,,0.47,,
EXR,Extra Space Storage Inc Common Stock,164.14,356983,25.53,,6.72,,12.05,,20.39,,15.36,,
EXTR,Extreme Networks Inc. Common Stock,17.91,534642,52.0,,28.6,,2.12,,23.49,,2.13,,
EYPT,EyePoint Pharmaceuticals Inc. Common Stock,2.93,172056,,,0.87,,2.98,,-0.12,,0.2,,
EZPW,EZCORP Inc. Class A Non Voting Common Stock,8.82,93185,11.92,,0.7,,0.79,,5.22,,0.95,,
F,Ford Motor Company Common Stock,12.275,38918850,,,1.11,,0.31,,12.84,,0.91,,
FA,First Advantage Corporation Common Stock,13.65,243524,31.86,,1.81,,2.57,,9.52,,2.73,,
FAF,First American Corporation (New) Common Stock,54.225,321348,22.82,,1.24,,0.79,,,,0.89,,
FANG,Diamondback Energy Inc. Common Stock,142.57,743868,5.88,,1.77,,2.65,,4.53,,3.4,,
FANH,Fanhua Inc. American Depositary Shares,7.64,9002,69.11,,1.9,,1.05,,1.94,,0.11,,
FARM,Farmer Brothers Company Common Stock,4.4278,6378,,,1.07,,0.17,,36.44,,0.43,,
FARO,FARO Technologies Inc. Common Stock,26.65,30305,,,1.6,,1.4,,-75.91,,1.39,,
FAST,Fastenal Company Common Stock,51.845,1096709,27.28,,9.31,,4.25,,18.4,,4.3,,
FAT,FAT Brands Inc. Class A Common Stock,7.28,3144,,,12.81,,0.3,,86.75,,3.09,,
FATE,Fate Therapeutics Inc. Common Stock,6.005,1107815,,,1.22,,6.12,,-0.86,,2.76,,
FBIN,Fortune Brands Innovations Inc. Common Stock,60.89,221682,14.77,,3.73,,1.69,,10.14,,2.1,,
FBIO,Fortress Biotech Inc. Common Stock,0.74,222898,,,1.55,,0.84,,-0.06,,0.16,,
FBMS,First Bancshares Inc.,30.8,30353,11.96,,1.5,,3.51,,,,,,
FBNC,First Bancorp Common Stock,40.795,58727,10.08,,1.63,,3.8,,,,,,
FBP,First BanCorp. New Common Stock,14.02,177574,9.13,,2.0,,3.08,,,,,,
FBRT,Franklin BSP Realty Trust Inc. Common Stock,13.23,41072,,,0.86,,2.62,,53.36,,14.72,,
FBRX,Forte Biosciences Inc. Common Stock,1.03,4249,,,0.49,,,,1.88,,,,
FC,Franklin Covey Company Common Stock,47.27,18737,36.1,,7.39,,2.57,,17.73,,2.31,,
FCAP,First Capital Inc. Common Stock,26.9,1872,8.05,,1.16,,2.33,,,,,,
FCBC,First Community Bankshares Inc. (VA) Common Stock,31.35,500,11.12,,1.21,,3.69,,,,,,
FCCO,First Community Corporation Common Stock,19.87,18,10.35,,1.27,,2.54,,,,,,
FCEL,FuelCell Energy Inc. Common Stock,3.1595,3343621,23.93,,1.94,,9.63,,-8.73,,7.95,,
FCF,First Commonwealth Financial Corporation Common Stock,15.755,205348,11.64,,1.56,,3.64,,,,,,
FCFS,FirstCash Holdings Inc. Common Stock,88.065,51682,16.46,,2.17,,1.53,,6.62,,2.07,,
FCN,FTI Consulting Inc. Common Stock,183.36,34550,27.89,,3.7,,2.17,,17.75,,2.07,,
FCPT,Four Corners Property Trust Inc. Common Stock,27.13,46426,22.56,,2.05,,9.92,,18.77,,14.81,,
FCX,Freeport-McMoRan Inc. Common Stock,42.655,4435397,17.14,,3.77,,2.61,,6.61,,2.7,,
FDBC,Fidelity D & D Bancorp Inc. Common Stock,49.6,987,9.42,,1.72,,3.18,,,,,,
FDP,Fresh Del Monte Produce Inc. Common Stock,32.23,90438,15.38,,0.8,,0.34,,9.53,,0.5,,
FDS,FactSet Research Systems Inc. Common Stock,412.5,26567,37.59,,10.71,,8.33,,26.34,,9.05,,
FDX,FedEx Corporation Common Stock,204.575,301246,16.0,,2.14,,0.57,,9.45,,0.9,,
FE,FirstEnergy Corp. Common Stock,38.695,1364352,54.56,,2.18,,1.78,,11.58,,3.5,,
FEIM,Frequency Electronics Inc. Common Stock,6.4,40584,,,1.5,,1.54,,-3.87,,1.26,,
FELE,Franklin Electric Co. Inc. Common Stock,94.99,16571,23.9,,4.1,,2.18,,15.48,,2.25,,
FET,Forum Energy Technologies Inc. Common Stock,29.79,21779,47.34,,0.98,,0.25,,6.2,,0.7,,
FF,FutureFuel Corp.  Common shares,8.67,64147,16.83,,1.37,,0.99,,4.96,,0.45,,
FFBC,First Financial Bancorp. Common Stock,24.405,27481,10.83,,1.16,,3.32,,,,,,
